SUBVENTION_SCHEDULE_ID,LOAN_ID,CORE_LOAN_ID,ARN,DUE_DATE,CLOSED_DATE,TENOR,INSTALLMENT_NO,TRANS_TYPE,PRINCIPAL,CARRYING_AMT,SUBVEN_AMT,MONTHLY_RATE,EFFECTIVE_RATE,PRINCIPAL_AMT,INTEREST_AMT,EFFECTIVE_INT,SUBVEN_AMORTI,SUBVEN_BALANCE,PARTNER_ID,PARTNER_CODE,PRODUCT_CODE,SPECIAL_CODE,CAMPAIGN_CODE,BRANCH_CODE,STATUS,CREATOR,CREATE_DATE,MODIFIER,MODIFY_DATE,TRANS_DATE
1460,2012102303,100235643,2012110001673291,30NOV2022:00:00:00,,24,24,SUBVENTION_AMORTIZATION,2464349,2434464,29885,3.750000,5.023281,2464349,92413,122290,29885,0,117,FITIN1,SFNFIX,FASTCD,FTCDPREZO6,9,1,baont,14DEC2020:15:33:39,,,11DEC2020:00:00:00
1532,2012142454,100235683,2012140001673327,31MAR2021:00:00:00,,12,4,SUBVENTION_AMORTIZATION_VAT,30208817,27578753,2630064,3.750000,5.784360,2883890,1132831,1595254,462423,2167641,20201025083,VTL,SFNFIX,FTCDZO,FTCDPRESUB5,61,1,baont,15DEC2020:09:11:36,,,14DEC2020:00:00:00
1533,2012142454,100235683,2012140001673327,30APR2021:00:00:00,,12,5,SUBVENTION_AMORTIZATION_VAT,27324927,25157286,2167641,3.750000,5.784360,2992036,1024685,1455188,430503,1737138,20201025083,VTL,SFNFIX,FTCDZO,FTCDPRESUB5,61,1,baont,15DEC2020:09:11:36,,,14DEC2020:00:00:00
1534,2012142454,100235683,2012140001673327,31MAY2021:00:00:00,,12,6,SUBVENTION_AMORTIZATION_VAT,24332891,22595753,1737138,3.750000,5.784360,3104238,912483,1307020,394537,1342601,20201025083,VTL,SFNFIX,FTCDZO,FTCDPRESUB5,61,1,baont,15DEC2020:09:11:36,,,14DEC2020:00:00:00
1535,2012142454,100235683,2012140001673327,30JUN2021:00:00:00,,12,7,SUBVENTION_AMORTIZATION_VAT,21228653,19886052,1342601,3.750000,5.784360,3220647,796074,1150281,354207,988394,20201025083,VTL,SFNFIX,FTCDZO,FTCDPRESUB5,61,1,baont,15DEC2020:09:11:36,,,14DEC2020:00:00:00
1536,2012142454,100235683,2012140001673327,31JUL2021:00:00:00,,12,8,SUBVENTION_AMORTIZATION_VAT,18008006,17019612,988394,3.750000,5.784360,3341421,675300,984476,309176,679218,20201025083,VTL,SFNFIX,FTCDZO,FTCDPRESUB5,61,1,baont,15DEC2020:09:11:36,,,14DEC2020:00:00:00
1537,2012142454,100235683,2012140001673327,31AUG2021:00:00:00,,12,9,SUBVENTION_AMORTIZATION_VAT,14666585,13987367,679218,3.750000,5.784360,3466724,549997,809080,259083,420135,20201025083,VTL,SFNFIX,FTCDZO,FTCDPRESUB5,61,1,baont,15DEC2020:09:11:36,,,14DEC2020:00:00:00
1538,2012142454,100235683,2012140001673327,30SEP2021:00:00:00,,12,10,SUBVENTION_AMORTIZATION_VAT,11199861,10779726,420135,3.750000,5.784360,3596726,419995,623538,203543,216592,20201025083,VTL,SFNFIX,FTCDZO,FTCDPRESUB5,61,1,baont,15DEC2020:09:11:36,,,14DEC2020:00:00:00
1539,2012142454,100235683,2012140001673327,31OCT2021:00:00:00,,12,11,SUBVENTION_AMORTIZATION_VAT,7603135,7386543,216592,3.750000,5.784360,3731603,285118,427264,142146,74446,20201025083,VTL,SFNFIX,FTCDZO,FTCDPRESUB5,61,1,baont,15DEC2020:09:11:36,,,14DEC2020:00:00:00
1540,2012142454,100235683,2012140001673327,30NOV2021:00:00:00,,12,12,SUBVENTION_AMORTIZATION_VAT,3871532,3797086,74446,3.750000,5.784360,3871532,145182,219637,74446,0,20201025083,VTL,SFNFIX,FTCDZO,FTCDPRESUB5,61,1,baont,15DEC2020:09:11:36,,,14DEC2020:00:00:00
1541,2012142494,100235693,2012140001673340,14DEC2020:00:00:00,,24,0,DISBURSE_SUBVENTION,40000000,35200000,4800000,3.750000,5.023281,,,,4800000,4800000,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,9,baont,15DEC2020:09:11:37,baont,15DEC2020:09:19:32,14DEC2020:00:00:00
1542,2012142494,100235693,2012140001673340,31DEC2020:00:00:00,,24,1,SUBVENTION_AMORTIZATION,40000000,35200000,4800000,3.750000,5.023281,1056756,1500000,1768195,268195,4531805,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1543,2012142494,100235693,2012140001673340,31JAN2021:00:00:00,,24,2,SUBVENTION_AMORTIZATION,38943244,34411439,4531805,3.750000,5.023281,1096384,1460372,1728583,268211,4263594,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1544,2012142494,100235693,2012140001673340,28FEB2021:00:00:00,,24,3,SUBVENTION_AMORTIZATION,37846860,33583266,4263594,3.750000,5.023281,1137499,1419257,1686982,267725,3995869,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1545,2012142494,100235693,2012140001673340,31MAR2021:00:00:00,,24,4,SUBVENTION_AMORTIZATION,36709361,32713492,3995869,3.750000,5.023281,1180155,1376601,1643291,266690,3729179,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1546,2012142494,100235693,2012140001673340,30APR2021:00:00:00,,24,5,SUBVENTION_AMORTIZATION,35529206,31800027,3729179,3.750000,5.023281,1224411,1332345,1597405,265060,3464119,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1547,2012142494,100235693,2012140001673340,31MAY2021:00:00:00,,24,6,SUBVENTION_AMORTIZATION,34304795,30840676,3464119,3.750000,5.023281,1270326,1286430,1549214,262784,3201335,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1548,2012142494,100235693,2012140001673340,30JUN2021:00:00:00,,24,7,SUBVENTION_AMORTIZATION,33034469,29833134,3201335,3.750000,5.023281,1317963,1238793,1498602,259809,2941526,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1549,2012142494,100235693,2012140001673340,31JUL2021:00:00:00,,24,8,SUBVENTION_AMORTIZATION,31716506,28774980,2941526,3.750000,5.023281,1367387,1189369,1445448,256079,2685447,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1550,2012142494,100235693,2012140001673340,31AUG2021:00:00:00,,24,9,SUBVENTION_AMORTIZATION,30349119,27663672,2685447,3.750000,5.023281,1418664,1138092,1389624,251532,2433915,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1551,2012142494,100235693,2012140001673340,30SEP2021:00:00:00,,24,10,SUBVENTION_AMORTIZATION,28930455,26496540,2433915,3.750000,5.023281,1471864,1084892,1330996,246104,2187811,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1552,2012142494,100235693,2012140001673340,31OCT2021:00:00:00,,24,11,SUBVENTION_AMORTIZATION,27458591,25270780,2187811,3.750000,5.023281,1527059,1029697,1269422,239725,1948086,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1553,2012142494,100235693,2012140001673340,30NOV2021:00:00:00,,24,12,SUBVENTION_AMORTIZATION,25931532,23983446,1948086,3.750000,5.023281,1584324,972432,1204756,232324,1715762,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1554,2012142494,100235693,2012140001673340,31DEC2021:00:00:00,,24,13,SUBVENTION_AMORTIZATION,24347208,22631446,1715762,3.750000,5.023281,1643736,913020,1136841,223821,1491941,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1555,2012142494,100235693,2012140001673340,31JAN2022:00:00:00,,24,14,SUBVENTION_AMORTIZATION,22703472,21211531,1491941,3.750000,5.023281,1705376,851380,1065515,214135,1277806,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1556,2012142494,100235693,2012140001673340,28FEB2022:00:00:00,,24,15,SUBVENTION_AMORTIZATION,20998096,19720290,1277806,3.750000,5.023281,1769327,787429,990606,203177,1074629,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1557,2012142494,100235693,2012140001673340,31MAR2022:00:00:00,,24,16,SUBVENTION_AMORTIZATION,19228769,18154140,1074629,3.750000,5.023281,1835677,721079,911933,190854,883775,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1558,2012142494,100235693,2012140001673340,30APR2022:00:00:00,,24,17,SUBVENTION_AMORTIZATION,17393092,16509317,883775,3.750000,5.023281,1904515,652241,829309,177068,706707,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1559,2012142494,100235693,2012140001673340,31MAY2022:00:00:00,,24,18,SUBVENTION_AMORTIZATION,15488577,14781870,706707,3.750000,5.023281,1975934,580822,742535,161713,544994,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1560,2012142494,100235693,2012140001673340,30JUN2022:00:00:00,,24,19,SUBVENTION_AMORTIZATION,13512643,12967649,544994,3.750000,5.023281,2050032,506724,651401,144677,400317,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1561,2012142494,100235693,2012140001673340,31JUL2022:00:00:00,,24,20,SUBVENTION_AMORTIZATION,11462611,11062294,400317,3.750000,5.023281,2126908,429848,555690,125842,274475,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1562,2012142494,100235693,2012140001673340,31AUG2022:00:00:00,,24,21,SUBVENTION_AMORTIZATION,9335703,9061228,274475,3.750000,5.023281,2206667,350089,455171,105082,169393,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1563,2012142494,100235693,2012140001673340,30SEP2022:00:00:00,,24,22,SUBVENTION_AMORTIZATION,7129036,6959643,169393,3.750000,5.023281,2289417,267339,349602,82263,87130,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1564,2012142494,100235693,2012140001673340,31OCT2022:00:00:00,,24,23,SUBVENTION_AMORTIZATION,4839619,4752489,87130,3.750000,5.023281,2375270,181486,238731,57245,29885,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1565,2012142494,100235693,2012140001673340,30NOV2022:00:00:00,,24,24,SUBVENTION_AMORTIZATION,2464349,2434464,29885,3.750000,5.023281,2464349,92413,122290,29885,0,117,FITIN1,SFNFIX,FTCDZO,FTCDPREZO6,9,1,baont,15DEC2020:09:11:37,,,14DEC2020:00:00:00
1566,2012142497,100235687,2012140001673338,14DEC2020:00:00:00,,12,0,DISBURSE_SUBVENTION_VAT_POST,6000000,4909091,1090909,3.750000,7.362955,,,,1090909,1090909,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,9,baont,15DEC2020:09:11:39,baont,15DEC2020:09:19:32,14DEC2020:00:00:00
1567,2012142497,100235687,2012140001673338,14DEC2020:00:00:00,,12,0,DISBURSE_SUBVENTION_VAT_TOTAL_POST,6000000,4909091,1090909,3.750000,7.362955,,,,1200000,1090909,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,9,baont,15DEC2020:09:11:39,baont,15DEC2020:09:19:32,14DEC2020:00:00:00
1568,2012142497,100235687,2012140001673338,14DEC2020:00:00:00,,12,0,DISBURSE_SUBVENTION_VAT_AMT_POST,6000000,4909091,1090909,3.750000,7.362955,,,,109091,1090909,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,9,baont,15DEC2020:09:11:39,baont,15DEC2020:09:19:32,14DEC2020:00:00:00
1569,2012142497,100235687,2012140001673338,31DEC2020:00:00:00,,12,1,SUBVENTION_AMORTIZATION_VAT_POST,6000000,4909091,1090909,3.750000,7.362955,405074,225000,361454,136454,954455,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1570,2012142497,100235687,2012140001673338,31JAN2021:00:00:00,,12,2,SUBVENTION_AMORTIZATION_VAT_POST,5594926,4640471,954455,3.750000,7.362955,420264,209810,341676,131866,822589,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1571,2012142497,100235687,2012140001673338,28FEB2021:00:00:00,,12,3,SUBVENTION_AMORTIZATION_VAT_POST,5174662,4352073,822589,3.750000,7.362955,436024,194050,320441,126391,696198,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1572,2012142497,100235687,2012140001673338,31MAR2021:00:00:00,,12,4,SUBVENTION_AMORTIZATION_VAT_POST,4738638,4042440,696198,3.750000,7.362955,452375,177699,297643,119944,576254,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1573,2012142497,100235687,2012140001673338,30APR2021:00:00:00,,12,5,SUBVENTION_AMORTIZATION_VAT_POST,4286263,3710009,576254,3.750000,7.362955,469339,160735,273166,112431,463823,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1574,2012142497,100235687,2012140001673338,31MAY2021:00:00:00,,12,6,SUBVENTION_AMORTIZATION_VAT_POST,3816924,3353101,463823,3.750000,7.362955,486939,143135,246887,103752,360071,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1575,2012142497,100235687,2012140001673338,30JUN2021:00:00:00,,12,7,SUBVENTION_AMORTIZATION_VAT_POST,3329985,2969914,360071,3.750000,7.362955,505200,124874,218673,93799,266272,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1576,2012142497,100235687,2012140001673338,31JUL2021:00:00:00,,12,8,SUBVENTION_AMORTIZATION_VAT_POST,2824785,2558513,266272,3.750000,7.362955,524145,105929,188382,82453,183819,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1577,2012142497,100235687,2012140001673338,31AUG2021:00:00:00,,12,9,SUBVENTION_AMORTIZATION_VAT_POST,2300640,2116821,183819,3.750000,7.362955,543800,86274,155861,69587,114232,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1578,2012142497,100235687,2012140001673338,30SEP2021:00:00:00,,12,10,SUBVENTION_AMORTIZATION_VAT_POST,1756840,1642608,114232,3.750000,7.362955,564192,65882,120944,55062,59170,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1579,2012142497,100235687,2012140001673338,31OCT2021:00:00:00,,12,11,SUBVENTION_AMORTIZATION_VAT_POST,1192648,1133478,59170,3.750000,7.362955,585350,44724,83457,38733,20437,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1580,2012142497,100235687,2012140001673338,30NOV2021:00:00:00,,12,12,SUBVENTION_AMORTIZATION_VAT_POST,607298,586861,20437,3.750000,7.362955,607298,22774,43210,20437,0,16,NK,SFNFIX,FTCDZO,FTCDPOSTZO1,57,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1581,2012142496,100235689,2012140001673341,14DEC2020:00:00:00,,24,0,DISBURSE_SUBVENTION_POST,25000000,22000000,3000000,3.750000,5.023284,,,,3000000,3000000,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,9,baont,15DEC2020:09:11:39,baont,15DEC2020:09:19:32,14DEC2020:00:00:00
1582,2012142496,100235689,2012140001673341,31DEC2020:00:00:00,,24,1,SUBVENTION_AMORTIZATION_POST,25000000,22000000,3000000,3.750000,5.023284,660473,937500,1105122,167622,2832378,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1583,2012142496,100235689,2012140001673341,31JAN2021:00:00:00,,24,2,SUBVENTION_AMORTIZATION_POST,24339527,21507149,2832378,3.750000,5.023284,685241,912732,1080365,167633,2664745,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1584,2012142496,100235689,2012140001673341,28FEB2021:00:00:00,,24,3,SUBVENTION_AMORTIZATION_POST,23654286,20989541,2664745,3.750000,5.023284,710937,887036,1054364,167328,2497417,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1585,2012142496,100235689,2012140001673341,31MAR2021:00:00:00,,24,4,SUBVENTION_AMORTIZATION_POST,22943349,20445932,2497417,3.750000,5.023284,737597,860376,1027057,166681,2330736,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1586,2012142496,100235689,2012140001673341,30APR2021:00:00:00,,24,5,SUBVENTION_AMORTIZATION_POST,22205752,19875016,2330736,3.750000,5.023284,765257,832716,998378,165662,2165074,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1587,2012142496,100235689,2012140001673341,31MAY2021:00:00:00,,24,6,SUBVENTION_AMORTIZATION_POST,21440495,19275421,2165074,3.750000,5.023284,793954,804019,968259,164240,2000834,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1588,2012142496,100235689,2012140001673341,30JUN2021:00:00:00,,24,7,SUBVENTION_AMORTIZATION_POST,20646541,18645707,2000834,3.750000,5.023284,823728,774245,936627,162382,1838452,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1589,2012142496,100235689,2012140001673341,31JUL2021:00:00:00,,24,8,SUBVENTION_AMORTIZATION_POST,19822813,17984361,1838452,3.750000,5.023284,854618,743355,903406,160051,1678401,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1590,2012142496,100235689,2012140001673341,31AUG2021:00:00:00,,24,9,SUBVENTION_AMORTIZATION_POST,18968195,17289794,1678401,3.750000,5.023284,886666,711307,868515,157208,1521193,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1591,2012142496,100235689,2012140001673341,30SEP2021:00:00:00,,24,10,SUBVENTION_AMORTIZATION_POST,18081529,16560336,1521193,3.750000,5.023284,919916,678057,831873,153816,1367377,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1592,2012142496,100235689,2012140001673341,31OCT2021:00:00:00,,24,11,SUBVENTION_AMORTIZATION_POST,17161613,15794236,1367377,3.750000,5.023284,954413,643560,793389,149829,1217548,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1593,2012142496,100235689,2012140001673341,30NOV2021:00:00:00,,24,12,SUBVENTION_AMORTIZATION_POST,16207200,14989652,1217548,3.750000,5.023284,990203,607770,752973,145203,1072345,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1594,2012142496,100235689,2012140001673341,31DEC2021:00:00:00,,24,13,SUBVENTION_AMORTIZATION_POST,15216997,14144652,1072345,3.750000,5.023284,1027336,570637,710526,139889,932456,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1595,2012142496,100235689,2012140001673341,31JAN2022:00:00:00,,24,14,SUBVENTION_AMORTIZATION_POST,14189661,13257205,932456,3.750000,5.023284,1065861,532112,665947,133835,798621,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1596,2012142496,100235689,2012140001673341,28FEB2022:00:00:00,,24,15,SUBVENTION_AMORTIZATION_POST,13123800,12325179,798621,3.750000,5.023284,1105830,492143,619129,126986,671635,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1597,2012142496,100235689,2012140001673341,31MAR2022:00:00:00,,24,16,SUBVENTION_AMORTIZATION_POST,12017970,11346335,671635,3.750000,5.023284,1147299,450674,569959,119285,552350,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
1598,2012142496,100235689,2012140001673341,30APR2022:00:00:00,,24,17,SUBVENTION_AMORTIZATION_POST,10870671,10318321,552350,3.750000,5.023284,1190323,407650,518319,110669,441681,20201025085,FITIN,SFNFIX,FTCDZO,FTCDPOSTSUB1,25,1,baont,15DEC2020:09:11:39,,,14DEC2020:00:00:00
